"","points.1","points.2"
"C.MW.2009.703011244.3.d0126.ipe015.3.60.MF500492",-160.298221816682,-57.4623971130346
"B.US.2015.B106.1.c.L5.KY114020",116.10397164448,-16.4132494569919
"B.US.2016.1HD1W24071216C8_S56.KY324472",84.6762689767642,4.36377370306463
"B.US.2012.1012BM14064209.KX156419",113.365805003579,-3.5800522028605
"C.MW.2009.CH0694_3_d0438_ipe018_10_23.MG898287",-165.465996116206,-61.5595773615058
"B.US.2015.B106.1.d.F8.03.10.16.S58.KY113994",119.239149926455,-13.2273973553243
"01_AE.TH.1999.3152A12.D16.KJ953276",-122.593248040023,183.010751718725
"B.US.2016.B207_CMV_CD69_N8.MT191158",123.196300974945,-18.1691690569465
"C.BW.2011.mpp_00038_amp2.KR861312",-174.058742626125,-62.6277053617387
"B.GB.2002.MM24_d0209_ipe0027_SGA_16.MG902119",114.87385178239,-2.96874646947621
"B.US.2009.700010914_G7.KR423462",89.4598874148554,-2.8917440839199
"04_cpx.GR.2000.BP00049_SUP_RH01.JN687744",-83.2973439032281,68.922056245181
"B.US.2003.APV_6.DQ869030",118.70306609075,-6.78378370135689
"C.ZM.2011.ZM1094F_13Aug2011_1A_13_E.MT194331",-145.776547995625,-50.1909814154628
"B.US.2012.T8107_2F6.KU901859",104.225765976692,-8.63128651471946
"B.TT.1994.SC22_3F12.EU576877",112.06186629824,-19.1264056259246
"B.US.2018.9252_W2_6H15.MN090724",106.177188502408,-30.3768060009202
"C.ZA.2000.00ZAPCP1.AY529667",-175.219696590676,-71.3962516593707
"C.MW.2012.CH0694_3_d1549_ipe018_10_86.MG898845",-165.015930053132,-36.8311255988388
"C.ZA.2008.499_F8.JQ777161",-175.264294274333,-55.0381911075406
"B.US.2015.2C4W120404.D12_S1.KX028000",102.395165277842,-0.971445338459543
"01_AE.TH.2009.254002C01Rc.KT185746",-115.260145360683,181.994801176717
"D.UG.1997.183FIc03.EU852975",57.7585626892386,14.5759074122756
"01_AE.TH.2015.40139v27_env02.OM826108",-128.868261839711,184.416641600628
"B...Pat12day226clone47.KT452309",111.461914633649,-12.4548646727269
"B.US.2004.5548_13.EU577953",108.029743962499,-7.53775107402583
"B.CN.2009.CBJC515_20090519_18.MF591689",114.891859049547,2.3466034312491
"01_AE.TH.2016.Pt7_onART_60.ON902297",-124.277222396309,181.160533632088
"B.US.2016.9241_W12_10D15_S92.MK114743",103.829540333822,-6.29838911970869
"C.MW.2011.CH0752_3_d1292_ipe023_4_45.MG901960",-167.865889376822,-34.5134910350513
"B.US.2019.5210WK26PL3K21.OM206446",103.890786038612,-3.11967410066188
"B.US.2019.5104WK273M1.OM209402",102.770429911875,-13.9825897936275
"B.US.2013.Donor8.C6.p6g6.KY748455",127.005807177763,-13.5251084036791
"B.US.1997.9022_09_p9.EU575949",111.925204787468,-16.4835539385765
"B.US.2009.B.700010470.w60.420dps.3_B12.JX972343",68.1696332870345,9.78694881310569
"B.US.2005.P2_DAY_1.FJ653458",123.565928413751,-5.04689129939728
"B.US.2007.701010114_D5.KR423515",113.459255762798,-20.6757375799633
"B.US.2016.01014PH357Wes6_23HG16BC1P2.MT307751",118.910938281312,-3.96089818040611
"01_AE.TH.1999.3184A08.D22.KJ953433",-128.655754858902,190.18294721014
"C.ZM.2002.7M.BMR.6006.KY229501",-174.87278056783,-63.3708522662522
"B.US.2007.C021613D2.KM258923",121.822213444055,-3.80513917162526
"01_AE.TH.2000.3189A08.C20.KJ953473",-129.742322600662,180.72260115877
"B.CA.1993.CA5.AJ277821",121.405971099092,5.91379304512515
"C.MW.2008.1209bmLwk12G18.HQ595940",-174.612498976557,-72.6683081185445
"A1GJ.MW.2010.4060_CSF_Visit1_amplicon14.KC186547",-88.1789291695248,68.9171189568451
"C.MW.2010.CH0694_3_d0896_ipe018_20_75.MG898513",-163.451808371775,-56.6011005313867
"01_AE.TH.2013.40737v0A_env06.ON959634",-110.748591856536,176.442617929243
"B.US.2006.P042811A11.KM259372",120.296170517758,-10.832681539488
"A6.RU.2011.CHR_H_E7.MH604516",-104.171721988805,76.0133036201161
"C.ZM.2002.14M_BML_702.HM036766",-164.476528551527,-67.0523715990688
"01_AE.TH.2013.2546054P000env_S14.MF957616",-135.938471410421,180.503612545293
"B.US.2008.9024_010708_plasma_7.KM354270",111.291880090606,-1.88867429871981
"B.US.2007.700010246_E_B34.KR423782",117.165984098238,-21.7218924759261
"C.ZM.2005.ZM247F_26JAN05_PB1.JX239306",-175.692164921828,-64.3182118423798
"C.MW.2010.CH1012_3_d0689_ipe017_30_12.MG899319",-166.324670738081,-51.5125040435347
"02A1F2.DK.2020.ID211p3N23_S360.ON542698",-87.4972149904335,50.6276424092497
"AD.KE..BL035_W6M_ENV_C1.DQ208480",-62.4587916274427,60.9056244705951
"B.US.2014.00728_PH254_W13_3HG21_BAR45_Seq1_Phase0_NumReads489.MT307507",105.53248496916,-14.5611205319156
"B.US.2015.1HB2W1072816E10_S75.KY323852",102.211883608871,-11.9581370667066
"C.MW.2005.3026_2_E6.KC862746",-176.584718085391,-50.5693904239295
"BF1.BR.2017.14HUFURG2017.MK041574",103.372118721625,-12.4192135156024
"C.MW.2010.CH0848.3.d0780.25.08.KX217558",-166.920000674758,-84.8868677922299
"B.US.2011.9082_080311_CSF_10.KM355004",118.74656134162,-14.539059863057
"C.MW.2012.703010505_w233_26.MF352893",-174.137674319497,-57.883009062093
"B.US..B207_enriched_p2_H10_S156.ON664673",125.969255962553,-14.5898566326207
"CF1U.ZM.2002.ZM231F_SGA_E8.EU166649",-125.949981846431,28.2744589631638
"A6.RU.2006.06_RU_SP_SC1457_VI_D9.GU481627",-105.325351726294,82.0691274452498
"B.US.1994.2564m.25.MT861991",117.94056744197,1.24917158907714
"B.TT.1998.TT34P_8H10.EU577298",102.859838516713,-5.31356696265708
"C.MW.2009.703010256.e15.JQ779080",-168.811854869817,-62.3635890932597
"B.US..653116_4.55ypi_SGA28.MT457807",115.289363868037,-14.568559002137
"C.ZM.2010.ZM1094F_17Sep2010_CP_6.B_E.MT194410",-167.025120138383,-56.3991715054143
"B...HypervirulentDutchHIV_7.MW689468",102.872913103552,-19.1909967628316
"B.DE.2016.9253_pre_I11.MH575576",116.436965905677,-20.3761497699046
"B.US.2008.CH0040_3_d0666_ipe032_5_67.MG900382",125.837762125307,0.19457544758755
"B.DE.2003.HIV_DE_BIDV3307_2003.JQ403048",121.573043082337,-15.6955165101343
"C.MW.2008.CH0752_3_d0079_ipe023_30_40.MG901386",-171.211226631358,-31.238519167222
"B.US.2015.A13.CD4T.C1.41H4.MH264352",105.410703905163,-9.47838821291536
"C.ZA..233b4a10.GU216819",-164.904206324112,-53.0787166630937
"B.US.2016.601_W29_P1_b12.MH262835",106.525472187883,-6.65254235095208
"B.GB.2004.MM33.09.SGS.8.MT794460",117.476677215243,-8.99743155594873
"A1C.ZA.2007.503_03011_72.KT183121",-141.189678183807,-10.0609067628675
"B.US.2010.CH0040_3_d1597_ipe032_25_22.MG900538",130.600037659403,-6.1847395636117
"B.US.2008.CH831_SGA.12S52.KY112540",121.778250509036,4.62686937372558
"C.ZA.2007.CHV0008585_CAP188.1.22B6.FJ443853",-180.833112132586,-62.6757105739396
"B...Pat17day117clone31.KT452593",109.050788040464,-7.34942394321523
"B.US.2012.111JL12P9A1.MK383775",117.861070842718,-0.149159946402881
"C.ZM.2003.Z185FPL31JUL03ENV4.1.GQ485359",-158.825586727342,-55.3546230282882
"B.US.2006.701010043_E_TA2.HQ217037",118.023058712424,-15.9301409743626
"C.MW.2010.4055_Plasma_Visit1_amplicon11.KC187266",-176.182433585883,-70.200493007298
"C.MW.2010.CH1754.3.d0014.ipe021_160.MF501149",-177.268858972604,-56.8006464055382
"C.MW.2008.CH0848.3.d0043.50.27.KX217119",-165.993899705177,-84.8998322958183
"C.MW.2011.CH1754.3.d0441.ipe021_53.MF501811",-163.340997370742,-56.6335280780212
"01_AE.TH.2000.3025B01.C4.KJ952467",-125.280222971238,181.007031231099
"B.US.2007.700010333_1C1_B.HM638463",79.4276139401301,22.2446355414312
"C.MW.2009.CH0752_3_d0527_ipe023_7_06.MG901659",-169.480373671239,-31.2438644249176
"B.US.2016.9241_W0_1P8_S2.MK114694",103.526787035523,-11.7505608832248
"A1G.CA.2017.OM5346_2b_C9_ORF.OK011853",-96.4683502500237,81.1502868386453
"01_AE.TH.2007.T503006_sga11.HQ691021",-122.691023904874,172.427363800145
"C.ZA.2007.C.x.07.CAP244.4.19A4.KC863411",-163.695739198486,-55.5457842187613
"B.FR.2018.AB34B.ON421475",115.374689522736,-11.6884053247413
"B.US.2015.B106.1.d.P5.H6.03.17.16.S83.KY113976",126.738887291459,-1.23392095301073
"B.US.2005.04013396_0_TA5.GU330730",113.273098268246,-0.247169572350735
"B.US..6932215_V9_B1.1.ON014901",97.0851528875911,0.892348041825226
"C.ZA..233b4b10.GU216821",-169.601967381115,-48.4796334701274
"B.US.2012.505_2474a.WG10.MG197209",115.293527135663,-2.73972286142976
"B.NL.1987.19663_9E5.GU455495",125.754295769047,0.247346235206208
"01_AE.TH.2008.AA112a02R.JX448072",-136.129926932807,184.785030526016
"B.US.2017.PID834_PH401_HGRR_BAR31_NR124.MT007571",69.144712440519,11.659755546577
"B.US.2008.700010654.3.d0015.ipe026.3B10.MF499164",126.836152420434,-13.7434278981462
"B.CH.2002.R1ZPHI11SGA_13_R1.KX792636",121.514459843167,-3.29995955770192
"C.ZA.2010.MSM212.KF725954",-172.83813988817,-56.2333230938252
"A1.UG.2017.10220v24_env29.OM824526",-89.4047058038481,78.4015959664537
"B.US.2016.611_W31_P2_C3.MH263441",104.502454669725,-0.495053892495654
"B.US.2019.TSC137V2PL4F10.OM208083",105.351593671643,0.97219324280304
"01_AE.SE.2011.057SE.MF373160",-123.173277684874,170.692048692315
"C.MW.1996.C061_S3_D11.MT227449",-166.752376938323,-70.5643048138867
"C.MW.2009.CH0752_3_d0444_ipe023_4_43.MG901597",-168.919841149003,-29.9493906518062
