"","points.1","points.2"
"B.US.2008.DONOR5.223.40.P4J23.MN515658",115.315464845248,3.19159629182557
"C.TZ.2008.CH0457_w04_e1.KT220834",-179.694557807583,-58.8322480441022
"B.GB.2001.MM15.02.SGS.7.MT793924",120.267131775143,2.93523818764364
"C.MW.2010.4058_Plasma_Visit1_amplicon3.KC186194",-170.573615336844,-66.6114679198785
"C.ZA.2007.705010078.3.d0088.ipe032.br.e_3C3.MF500940",-158.110838695434,-45.1035361930872
"B.US.2008.P15supe_F8.JF421381",113.384246592614,-11.7576730917219
"C.ZM.2004.23M.PB.3860.KY229663",-176.73309259596,-68.7811288329387
"A1C.ZM.2005.ZM380_200380_12.GU329129",-148.706661683583,-42.7377410521416
"01_AE.TH.2014.Pt16_PreART_22.ON902746",-126.606865720637,178.768384877894
"C.MW.2010.CH1754.3.d0021.ipe021_40.51.MF501366",-178.214441566198,-58.775772274604
"B.NL.1990.19663_24D1.GU455499",125.993333249382,-3.4664042752707
"01_AE.CN.2007.07CNYN366.KF835543",-134.437642386077,173.993495226489
"B.CH.2006.T3SHCS566SGA_11_T3.KX792658",76.1442277987149,22.9239246884962
"C.ZA.2006.CAP200_3080_021wpi_08.MK205738",-178.972304234796,-42.7235826520858
"B.US.2001.TRJO_A7.EU577106",114.54982743449,-13.2476413113419
"B.US..91C35_D0_cal_F10_S12.MH632853",114.441653243232,-7.89577657210668
"B...Pat20day67clone20.KT452103",104.940719089708,-11.4107828172019
"B.US.1985.CC1_85_5P12_W13cl68.JN176468",113.91093084522,-5.06163245037537
"B.US.2016.605_W23_ME9.MH263090",112.5251412434,-19.5606902468692
"B.GB.2002.MM23.07.SGS.18.MT794164",108.919726915126,-2.22873586279366
"B.GB.2009.A626_p1.JF680906",117.424505393106,-5.22208187914184
"B.US.2005.313Pt1302005P11B3.MK384710",127.300026017269,-3.73906716539791
"B.GB.2006.MM27_d1404_ipe012_SGA_5030.MG902324",103.224104144898,-15.4668817792137
"B.US.2007.700010246_E_B29.KR423776",119.204399818227,-10.2387450067756
"B.US.2004.5799_31.EU578025",109.314484029629,-1.98513581946626
"C.ZA.2005.C.CAP210.w26.168dps.3_10_T24B.JX976662",-162.70863518771,-59.7795285628664
"C.ZA.2006.CHV0005511_CAP221.1.10C6.FJ443331",-180.609476457177,-50.1207540887231
"B.DE.2016.1HD10KW12101116G2_S43.KY324295",99.506158277257,-18.4556682715109
"B.US.2001.Z27_C8.EU577608",117.674368936975,-20.4046366810753
"B.US.1993.0842i.1.22.MT861555",123.866004582351,-6.0243271288692
"B.US.1995.1_95TC5.JQ609899",99.6378811230544,9.00604734434877
"C.BW.1996.96BW15C02.AF110974",-174.409977087996,-49.9121879701369
"B.US.2015.1HD1D0012016H8_S85.KY324413",82.663651557588,5.14575924078007
"C.BI.1991.BU910531.U39257",-163.989906283666,-42.0223850709904
"01_AE.TH..F3_PID_28_W96_NS_4F6_7474_0_R474.ON500898",-131.864388346897,177.112852092749
"B.SE.1998.s1_25_7.JN251882",124.891997176079,-14.0851566921978
"C.MW.2008.CH0848.3.d0107.10.03.KX217208",-167.480234278431,-85.3567574411273
"B.US.2006.CH40S_L5.FJ495830",124.034357363935,2.65868683294117
"B.US..B207_TRBC1pos_E15_S279.ON664864",122.360945345175,-20.8521320223165
"B.US.1993.102407m.4.19.MH013099",117.067238696353,-10.0582560270222
"B.US.2006.1711_D27.HQ216906",107.901614042027,2.49906143116724
"B.US.2015.A5340A07.w013.KX587273",107.895761757455,-11.8175748434396
"B.US.2007.04013448_8_SD9.GU330912",66.7008052682028,11.4844517307579
"A1.CY.2005.CY140.FJ388938",-101.048694046408,85.794831716212
"C.MW.2008.CH0694_3_d0038_ipe018_15_9.MG897978",-164.953279439358,-60.1223365876076
"B.US.2007.P062212B1.KM259408",112.986077716004,-1.47064596101369
"D.UG.2008.0B191859_3_A2.JX203061",-65.0898220782382,47.1639877519761
"A1.PK.2014.PK013.e29.MT420127",-87.1582083345099,75.5259528768876
"B.US.2008.700010654.3.d0026.ipe026.E19.MF499296",125.748067511554,-13.8970099484422
"C.MW.2008.CH492_SGA.1B11.KY112327",-159.959452723944,-53.6247070304826
"C.MW.2009.4017_Plasma_Visit1_amplicon18.KC186296",-170.153114671922,-58.6370076686904
"B.US.2016.9244_wk12_7_O4.MW061148",113.581654153576,-20.425243490246
"B.US.2010.5714469.JQ182868",115.097793085943,-2.3925589024476
"C.ZM.2018.V703_0458_260_RE_sga6H5_s.ON890961",-153.905613513117,-35.8333488989241
"B.GB.2019.ID402p5A9_S15.ON542771",57.0969123592196,30.9982698697362
"C.MW.2010.4056_CSF_Visit1_amplicon4.KC186587",-174.241354433664,-72.4017658750766
"B.US.2003.H135v1ed14.DQ410443",119.114504505928,3.61118195952446
"B.US..603_enriched_p4_E7_S320.ON663408",94.8813964869342,-8.89257382443887
"B.US.1998.Z05_C1.EU577451",127.461627028407,-12.1073059163358
"B.US..702.w006.p.12.G3_S55.KX984516",109.818113220691,4.29334230628543
"B.GB.1997.CW012.AJ418499",121.843700129735,6.36226132840943
"B.PE.2019.V704_0445_180_RE_NT_pblib001_22.ON980823",74.4865051069544,17.0021023694013
"C.MW.2008.703010200.3.d0409.ipe018.e9.MF500004",-167.098043123702,-63.7779941765919
"02A1.PK.2014.PK006.e86.MT420102",-100.144149058492,73.747162115824
"B.US.2006.701010055_E_A29.GU331078",88.3947416604724,-24.5327085656103
"B.US.2009.700011145_E9S.HM638569",104.998350259629,3.62893557590773
"B.US.2019.5111WK2PL15L9.OM204330",111.985101017491,-18.6531007275882
"07_BC.CN.2010.58.02_14.KY346085",-164.943681347906,-35.2475258029559
"B.US.2009.1906CDNAPBMC21OCT2009.P8H21.KM082134",101.694681996987,3.78073481259243
"B.US.2009.9044_100709_CSF_3.KM354599",97.6953959977415,-16.1146321779571
"C.MW.2009.4037_Plasma_Visit1_amplicon18.KC186484",-178.777170166316,-43.0970192644426
"C.BW.2015.074P20114_w0_241.MZ766714",-154.530695819793,-49.6847110136641
"01_AE.CN.2007.BJOX028000.e34.KM218096",-126.828097932674,190.731434486781
"B...Pat9day1clone7.KT452245",102.754416296918,-13.6490135886711
"B.US.2016.616_W23_P9_A3_FL.MH262699",108.460102291247,1.11270285303126
"C.MW.2009.4002_Plasma_Visit_1_amplicon1.KC186956",-171.522908975052,-76.241487520232
"A2C.ZM.1989.ZAM174_2.U86772",-175.232974170677,-48.9555167296904
"B.CA.2018.ART7_R2p1C7_Barcode99_Cluster0_Phase0.MZ662663",112.978516190301,-7.05797876411592
"C.MW.2012.CH0848.3.d1621.4.41.KX217916",-167.500505742702,-85.6419187739914
"02_AG.SE.2011.51126_BL_22211_A9.ON598472",-107.258998190457,73.6977750989557
"B.US.2007.9006_032007_plasma_7.KM353749",105.070562660021,-14.6812781136921
"B.US.2016.610_W23_2E_17.MH263300",123.927797308876,-10.7252135986734
"B...Pat6day58clone22.KT452212",89.979912932966,-9.74218677810525
"01_AE.TH.2000.3131A12.D33.KJ953106",-123.820756836305,190.543943368897
"C.MW.2009.4007_CSF_Visit1_amplicon2.KC187114",-159.767798163008,-69.3798800372664
"0102A.CM.2007.56716.KP718921",-101.517281213636,76.0036153246035
"B.US..707.w009.p.tC5_S91.KX984708",124.42114892092,-2.80356482794925
"B.US.2008.700010742_D7.KR423399",113.709789460909,2.73368748580527
"C.MW.2010.CH1754.3.d0049.ipe021_1.MF501481",-178.62149128646,-56.019852357484
"C.ZA.2007.20258279_3G10.JQ753758",-162.244618014256,-59.4033619009962
"01_AE.TH.2014.40512v26_env06.OM826701",-130.985596755583,172.294230365992
"B...3BNC117_VRC010610940d1.MN871131",119.106124014722,-10.496098761808
"A6.RU.2011.AHIK3A5.MH604376",-107.261928301635,82.0588908779298
"B.CH.2006.T5ZPHI67SGA_7_T5.KX792692",101.172735470977,3.79073780426303
"B...Pat6day1clone8.KT452198",94.5842044194274,-6.01423386506236
"C.ZA.2009.CM019P_SGA18.MF284938",-179.126373707955,-23.9806538579748
"B.US.2009.EN1_120250_095.MK164683",76.6143059879045,11.2788931713737
"C.MW.2010.4055_CSF_Visit1_amplicon20.KC187253",-160.474064491271,-62.3204443060909
"H.CF.2002.LA25LeMi.KU168279",36.140678830311,6.46647173723908
"C.MW.2009.CH0752_3_d0444_ipe023_4_49.MG901603",-168.491988049775,-30.9140880153249
"01_AE.TH..3017F5.A2.KJ952319",-127.684592382714,190.42651326227
"01_AE.CN.2012.249_CD8pos_A5.MH672881",-126.862835251687,171.49286687777
"A1C.IN.2006.NARIFLS_IVC31.33.KT175203",-163.725404768802,-20.7373262143588
"B.US.2016.5104_SEB_CD69Pl1_J11.MT190851",101.165094283787,-13.2927309725076
"B.GB.2009.MM23.18.PBMC.77.MT794017",117.336580350865,-8.77393934994215
"D.UG..DM2_23.EF575376",58.3532422157433,3.79910233757301
"A1.TZ.2005.6592_v5_c32_tp1.HM215333",-102.775923591371,95.4470965107653
"B.GB.2004.MM27_d0742_ipe012_SGA_5.MG902279",112.331568575597,-8.67606765567068
"C.MW.2009.4036_CSF_Visit1_amplicon23.KC187708",-166.447908736332,-69.8732912351851
"B.US.2012.505_2474a.WG12.MG197198",120.14436754279,1.30237649011297
"B.US.2017.1292_17_N_17.MW753235",112.1278696877,-7.31958536550566
"B.US.2006.CH77S_H2.EU579014",111.094540070506,-7.2429183216416
"89_BF1.BO.1999.BOL0137.AY037271",-70.6380688995842,56.8657643404283
"B.GB.1997.CW010.AJ418483",132.575516854249,-1.1966724826183
"C.MW.2005.3045_2_C8.KC862973",-179.893031343541,-86.2491215054766
"A1.TZ.2012.30112v20_env04.OM825126",-102.830542886437,69.1125667466008
"C.MW.2008.CH0848.3.d0032.15.49.KX217023",-166.958120552076,-84.8717575508546
"B.US.2007.MCST_B15.KC312581",113.104777916934,-13.3523009196273
"B.US.2003.MEMI_C9.EU576538",113.937170981758,-8.23574760744891
"B.US.2019.TSC141V2PL5N3.OM208722",107.930596109126,-8.58626677381276
"B.US.2016.5106_MOGPl3_C5.MT190992",104.28202951686,11.8820055034745
"G.NG.2015.AP04_B3_HIV_1G.MN944297",-111.425538256562,82.7494349954565
"B.US.2003.H135v1ed21.DQ410444",122.246822643585,-9.79014015594715
"01_AE.CN.2007.CNE28.HM215409",-130.994298485373,166.435187886033
"B.US.2016.9252_W0_14C14_S61.MK115726",110.611494633689,-27.7534518998107
"0206.NG.2015.AC10A_F9_HIV_1AG.MN944190",-83.7951827657954,58.7171152357246
"01_AE...eCLEARVOA_88ID107_S51_L001_001.OP031534",-115.60784714959,173.448867431787
"B.BE.2016.P8_G_1_SMG1P2.MW881768",124.637100729133,-10.8292851304097
"A1C.TZ.2000.605_F4_12.HQ689018",-166.061608714286,-39.7240087012981
"B.US.2015.B106.1.d.B1.22316.S89.KY114012",120.707797177442,-9.78353522750103
"B.PE.2014.DEMB14PE012.MN703133",66.4190575521455,-6.84261252997721
"B.US.2010.9018_040810_plasma_29.KM353956",114.809587862084,-17.8098844967367
"G.NG.2015.AP02_A10_HIV_1G.MN944270",-101.979085892148,74.7014768704961
"C.ZA..200b1a9.GU216783",-186.602339532092,-45.0225317655551
"D.UG..DM3_9.EF575399",61.2093786526724,20.8596141452521
"B.US.2018.9252_W2_2F3.MN090648",105.070439782939,-30.4411125616613
"B.US.2005.Z71_p9.HQ217873",115.153661484255,-2.23623669754551
"B.KR.1992.92KCS618719.ON568007",112.055261615771,3.19360646459464
"C.ZM.2007.Z1022M_30MAY07_A9.KX983762",-167.46949459337,-56.8493632522337
"C.ZA.2009.21283649_3C12.JQ754254",-174.174531253565,-40.3739277033412
"C.MW.2009.4030_Plasma_Visit1_amplicon6.KC187574",-176.60060973982,-71.0393142406085
"B.US.2005.04013383_0_SC13.HQ238279",110.691546763155,-15.4810763905144
"C.MW.1996.S101_S101_S1_A1.MT227398",-168.744564775588,-58.347108685463
"B.US.2016.603_D14_D_Tit_D11.MG196437",97.636211595811,-9.13069519579507
"A1.KE.1995.QB850.73p.I15.KT008649",-103.232465900007,76.9901245856448
"B.US.2007.306376_ENV_2.JX864011",77.7201546090175,-11.1324257002466
"B.US.2016.1HB3W16030916F11_S76.KY323930",118.129771649143,-13.5218919497737
"B...Pat7day60clone15.KT452229",118.819297817967,-17.881365894356
"B.US.2005.P5_SCREEN.FJ653333",98.2023516553528,-11.8406467891082
"01_AE.TH.2000.3104A06.E25.KJ952871",-120.634680619828,185.20921947225
"B.US.2008.CH831.PL.111408.BE.4.KY112529",120.314007854117,4.66095034064761
"B.GB.2004.MM34.08.SGS.24.MT794753",109.804015828642,-24.0642476909986
"B.US.2008.9027_120408_plasma_34.KM354425",124.782397754735,-0.316316540404899
"A6.RU.2011.AHIK2H2.MH604372",-107.82464260386,83.7038567554103
"B.US.2004.4911_13.EU577850",116.682293437569,-11.796732545751
"B.US.2016.9252_wk12_3_D21.MW061430",110.611494633689,-27.7534518998107
"A1.KE.2002.ML1990PCR.EU110097",-105.832156014579,70.441438644506
"B.US.2016.601_D14_MB17.MH262749",116.020805822688,9.24627824268626
"B.US.2011.25GW11P2C6.MK384526",137.209550165691,13.7386491413668
"B.CA.1998.ACT54869022D3.GU562021",109.27261068422,-8.46969893838383
"B.US.1995.1_95C12.JQ609890",103.552348512432,7.2967457206403
"B.US.2008.CH742_SGA.2E6.KY112517",119.156285779192,4.1299979039961
"A6.RU.2007.07_RU_SP_R526_IorII_A14.GU481476",-105.600195435656,88.5847802563975
"B.US..JHU559_MEN_G9.EF440694",115.717823681404,2.42741354949736
"C.MW.2009.CH1012_3_d0074_ipe017_80_56.MG899018",-172.17362057889,-49.1796068985013
"B.US.2016.1683.LNMC.CAD.05092016.ENVSeq13.MK148479",98.3948508618935,11.730764959311
"B.US.2019.5210WK26PL4G16.OM206462",102.752258776786,-3.27221593761638
"B.US.1985.CCcon4_12.AY357516",118.026480464197,-6.03027261724782
"C.MW.2012.CH1754.3.d0776.ipe021_15.29.MF502062",-171.91920861796,-56.22720552615
"C.ZM.2012.ZM634F_11Jan2012_2A_15_E.HY.MT195320",-171.617612638599,-63.6526142610569
"C.MW.2005.3040_2_B4.KC862896",-170.172680648794,-45.9577992514984
"B.US..B207_CD4_p2_J3_S285.ON664354",126.815440475176,-14.3744680568803
"B.CN.2012.384122.KX693461",105.977412691505,-5.30550021902416
"A1D.UG.2011.10463v14_11R.KY580509",-96.70232156807,69.6135264585941
"B.US.2009.314_Ee11SbNE81IX39b.MH666226",107.759860228718,-4.90097398430116
"C.ZA.2005.18814602_H8_F3.HQ615948",-150.778050324684,-60.4222885961693
"B.US..B207_enriched_p2_G9_S149.ON664672",122.360945345175,-20.8521320223165
"B.US.2008.DONOR19.273.34.3BP21.MN516188",100.27842675354,11.4560232845886
"C.MW.2009.4027_CSF_Visit_1_amplicon33.KC186623",-169.945089259577,-73.590437676507
"01_AE.TH.2013.40123v21_env16.OM825960",-120.682725470984,164.438858245255
"02A3..2000.LA11ZaCh.KU168266",-98.6819610389301,84.139602924207
"B...CON25E031045d114.MN871250",119.199013278065,-9.87382649551744
"D.UG.2005.2769FI2.KF986124",61.5796976338045,-1.41280298459392
"U.CM.2006.KM34BlR71.JF706459",-69.6415549977707,61.9580718123932
"11_cpx.CM.2001.01CM_0186ND.AY371149",-75.2419652007888,59.3403424063866
"B.US.2003.04013240_8_2C11.GU330413",116.173801016994,-1.50542839293983
"A1C.TZ.2003.CO0844V2.KX907354",-152.685549979132,-19.5123543078697
"C.MW.2009.4032_Plasma_Visit1_amplicon23.KC187404",-174.992286846707,-72.3838972961477
"B.US.2006.9006_091406_plasma_3.KM353786",104.645285987073,-13.7891433472001
"B.US.1993.100046i.3.4.MH012285",125.583550085749,-15.1930676035472
"CD.TZ.2008.CH0134.e8.MT420043",-134.639080823864,-39.6606682692045
"C.MW.2009.4004_Plasma_Visit1_amplicon11.KC187166",-157.084280397715,-54.4909936900431
"B.US.2015.BVP12rCD4Rep2.3.F8.p7f12.KY057476",84.7958398140076,-4.92392230653581
"B.JP.2006.DR7374.AB588329",109.239364659888,6.80824834706697
"A1C.KE.2011.681_KE.KU921840",-101.325463355346,77.333385335492
"01_AE.TH.2013.Pt9_PreART_07.ON902448",-122.982433389398,181.64099816714
"B.US.2008.700010610_H5.KR423300",125.80820847274,-6.48453848768701
"C.MW.2010.CH1754.3.d0021.ipe021_44.MF501372",-178.078452916027,-56.38079077907
"01_AE.CN.2002.YN0225.JX112862",-128.048126114115,197.065371751694
"B.US.2009.45_09B3.JQ609832",119.063253360718,-1.16128319911301
"B.AU.2000.P2_GAG_BSL_47.OK532849",109.516904559099,-4.49957389255386
"B.US.2004.5283_3.EU577898",121.567136115836,-13.8488723202504
"B.US.1985.CC1_85_5P12_W30cl8.JN176481",114.9788856745,-7.09056255911961
"B.US.2006.9001_062106_plasma_8.KM353663",121.688628687539,-3.79893337543131
"C.ZA.2003.03ZAPS094MB1.DQ396377",-166.971309365525,-61.1156289351178
"A6.RU.2008.RUA004i.JF810541",-106.011150049566,81.6812377380416
"C.MW.2007.C.703010131.S.0dps.e003.JX972457",-150.899301565226,-47.8688802773358
"B.CN.2012.2142175.KX693635",101.373362730874,-12.1013939775182
"C.MW.2009.CH0694_3_d0438_ipe018_10_56.MG898311",-168.144658550327,-59.9630938289914
"C.ZM.2002.14M_BML_800.HM036767",-163.39253082721,-69.8712220494594
"01B.TH.2006.40PB3.EU743762",-73.6839144294942,87.207389565091
"B.US.2016.602_W28_BULKCULTURE_P1_G8.MH262964",120.22622510345,-14.6235020796755
"B.CN.2008.CBJC515_20081118_2.MF591657",112.467418710125,5.99456082238666
"C.ZA.2007.C.704010042.w02.21dps.e13.JX972848",-170.629456272461,-73.4601096434791
"A6.RU.2011.AHIA4B17.MH604013",-105.04756256386,88.7476901387942
"B.US.1991.100890m.4.37.MH012848",120.14125115136,-6.44338078549067
"B.US.2016.5104_wk2_3_C5.MT190928",101.165094283787,-13.2927309725076
"B.US.2006.VC10014_080406_C4.KJ698283",123.218496086073,-4.30023075112326
"01_AE.CN.2007.BJOX008000.e11.KM218269",-122.812143949334,185.439197757293
"B.DE.2016.1HD8KW4070116Pl3H8_S80.KY324798",119.866642386612,-17.6403759124149
"B.US.1990.WEAUd30_6E7.EU579226",120.502702903499,-4.27638522969776
"B.DE.2016.1HD6KW20101416B2_S87.KY324715",120.717052790324,-3.99787907760069
"B.US.2016.611_W23_2E_8.MH263397",102.837489803375,-9.51897806251037
"B.US.2018.5101_wk2_3_D15.MW059180",64.1282647776862,2.59363686793739
"C.MW.2007.702010047.3.d0044.ipe037.e6.MF499646",-170.813675598469,-54.6761137147857
"B.DE.2016.1HD10KW12100816D12_S76.KY324276",99.5061582772569,-18.4556682715108
"B.US.2004.ES3v2ed61.DQ410062",124.317991820967,-5.46102565644267
"C.TZ.2008.CH0457_w16_e22.KT220911",-179.108648652594,-58.3308803197304
"BF1.BR.2001.01BR323.DQ358804",-88.8892433116459,62.3125939024309
"B.US.2018.9252_W12_3M1.MN090512",111.091115142636,-27.9412926914144
"C.ZA.2008.CH0152_3_d0285_ipe026_2_03.MG900777",-171.971431197029,-35.2460004136628
"B.GB.2003.MM34.01.2D5.MT794620",106.801455954298,-25.2899639571659
"B.CN.2007.BJOX020000.e27.KM217951",102.89004542132,3.05831857057649
"C.ZA.2012.CAP357_4230_148wpi_MN0006.MK205816",-168.61528875354,-70.9156194173424
"B.DE.2020.1901d216B7.MW660559",118.628530705192,-9.21110086494932
"B.US.1997.901401_SGA_A8.EF593205",122.281053926549,-14.0596742532926
"C.MW.2007.703010010.3.d0072.ipe019.34.MF499848",-172.221843809053,-69.3753160706312
"C.MW.2012.CH1754.3.d0776.ipe021_60.11.MF502081",-173.786375043561,-59.5389714381267
"B.US.2008.DONOR5.223.40.P4I12.MN515650",115.315464845249,3.19159629182557
"01_AE.CN.2012.279_F2.MH672970",-123.971923873399,175.721984568646
"B.US.2016.9244_wk2_6_M12.MW061253",108.953691868026,-20.6219672181718
"B.US..B207_enriched_p1_C2_S115.ON664587",122.360945345175,-20.8521320223165
"C.MW.2011.703011244.3.d0913.ipe015.3.7.MF500676",-161.130388896963,-57.5441352734115
"B.US.2005.A2P3138F5.JQ251099",129.362430022315,-10.9093305606076
"C.MW.2012.CH0694_3_d1491_ipe018_30_54.MG898777",-171.710587247109,-58.1023675361443
"B.US.2003.TALA_B8.EU578520",108.694612933572,-6.73486979535594
"B.US.2016.00728_PH338_W3.4_3HG18_BAR52_Seq1_Phase0_NumReads455.MT307528",103.392228311334,-14.2225610405196
"B.US.2005.1631_B8.HQ216850",110.62798609406,-19.6772770668162
"B.US.2006.CH0040_3_d0016_ipe032_30_17.MG900053",124.034357363935,2.65868683294116
".FR.2012.PHI7_12b.OP994569",68.7491613967783,7.13003421585553
"01_AE.TH.2011.40007v19_env18.OM825762",-119.281404317472,182.289692298484
"B.US.2015.B199.1.c.AC.8.22316.S55.KY113543",116.496601572566,-13.2586479775733
"B.US.2010.9058_072010_CSF_16.KM354787",89.6560475136466,-8.7293461402648
"01_AE.TH..3155F6.D17.KJ953331",-135.908955323203,192.699553499149
"01_AE.TH.2012.40512v16_env20.OM826534",-120.147516434456,173.393758076185
"B.CH..HK_JIDLNBL_S119.MT155348",111.818276932787,0.949243954146775
"B.US.2006.701010043_E_TB2.HQ217042",118.299875631172,-3.30412371159534
"B.CA.2018.ART7_R2p1H1_Barcode2424_Cluster0_Phase0.MZ662673",127.739581998268,-8.41122032377864
"B.US.2005.N6_WEEK_20.FJ653105",120.431506253282,-8.17828671125941
"B.GB.2004.MM39.02.SGS.3.MT794807",123.58918662244,-7.25703210065795
"C.ZA.2007.705010078.3.d0011.ipe023.e60.MF500757",-159.940708873852,-47.522208205279
"C.MW.2010.CH0752_3_d0878_ipe023_5_48.MG901811",-167.194889299782,-29.1362943121081
"B.US.2017.2518_EMDRp_27.MW754636",109.932216793359,-4.08503646977811
"01_AE.TH..3007F5.F7.KJ952311",-124.284515032994,172.541459360913
"U.MW.2009.4009_CSF_Visit1_amplicon22.KC187222",-102.43970130491,31.9923718920822
"C.ZA.2006.C.x.06.CF08E12g.KC863368",-180.344208983397,-56.43112491611
"B.US.2018.5105_wk2_5_O7.MW059364",122.329748224682,-1.81146056267948
"B.US.2005.ES7v1ed3.DQ410116",117.110376433515,-8.31748595419491
"C.TZ.2008.CH0457_w12_e16.KT220879",-179.770333497233,-57.2347152632214
"B.GB.2002.MM23.07.SGS.22.MT794168",110.875451981666,0.300153016921811
"B.US.1990.1580m.10.MT861901",120.401080216524,-5.62053560093316
"B.GB.2007.MM45_d0745_ipe022_SGA_203.MG902819",99.8870399592355,5.59763303858188
"01_AE.TH.2007.AA009b03R.JX446792",-128.599972553193,168.402647089578
"C.BR.2019.V704_1654_760_RE_NT_pblib001_21.ON980894",-155.675822499624,-46.4065898902462
"C.ZM.2003.ZM214M_SGA_TA13.EU166510",-155.870087672115,-57.5069182677748
"B.US.2013.G4_RV_1c.KT284374",117.040289121632,-6.8949949605021
"C.MW.2007.702010141_CH141.w12.e39.KC156455",-173.312105645382,-44.6731799336426
"C.ZA.2007.CH0078.s.e53.KC148886",-159.940708873852,-47.522208205279
"B.US.1997.1006_11_TA31.EU575038",103.51342161314,-20.2178173193602
"B.US..5104_Enriched_p1_D3_S300.ON662458",101.165094283787,-13.2927309725077
"B.US.2019.ROMA.10.BLD.C7.OL519639",99.6859781279116,-0.365648883886779
"B.US.2010.9040_100510_CSF_22.KM354517",112.368865576478,-3.98814998174046
"B.US.2005.1599_A19.HQ216791",115.294349672783,-5.35784601983613
"C.MW.2005.3011_2_A4.KC862656",-143.664414061299,-56.7234239424789
"C.SO.1989.145.JQ715372",-176.760873173598,-69.46894906897
"B.US.2006.700010106_E_A6.GU330947",95.141276585737,16.4922807240143
"01C.TH.2011.40134v18_env38.OM826046",-152.000140509616,-18.8262090759353
"C.MW.2010.CH0694_3_d0925_ipe018_10_56.MG898579",-167.773091293585,-62.6213697688568
"G.ES.2008.P2091_a.JN054265",-107.463511037912,75.7202806813027
"01_AE.TH.2010.2546609C001R_Sb.MK272652",-126.128542898371,181.616869578936
"02B.NG.2015.20389v01.MH666162",-92.2351517665115,52.3185266548949
"B.FR.1993.1596.AY535467",127.659675979273,-12.7566533155713
"B.CA.2018.ART3_R3p2A8_Barcode4242_Cluster0_Phase0.MZ662623",114.505684128303,-11.6904202570956
"B.TT.1993.SC05_1B11.EU576760",112.192965024963,-7.07351842100922
"B.US.2012.9097_032612_CSF_19.KM355168",115.454554729726,-8.69157404521876
"B.US.2006.502_0346_RH05.JF320090",118.605789216547,-10.0950946061859
"B.US.1993.102149m.4.23.MH013068",119.177194086882,-22.1970461584851
"A1.TZ.2012.30112v20_env25.OM825144",-95.6877032647605,77.3829104815323
"01_AE.TH.2013.2544320P000R_Sc.MF957510",-134.506997740051,187.970949352266
"B.US.2016.9244_wk12_8_F23.MW061157",113.573840940354,-18.653275648801
"01_AE.TH.2007.T518020_sga30.HQ691065",-132.610558784915,190.557289880103
"B.US.1990.90US_1.AY736817",112.833060162585,-10.4792263631577
"01_AE.CN.2012.252_G2.MH672938",-118.925109861928,180.332847940122
"B.GB.2010.MM40.20.PBMC.47.MT794838",126.048211362066,-19.0694202151042
"B.US.2009.9018_060809_plasma_16.KM353992",116.414364615747,-13.0991973989665
"01_AE.TH.2000.C4118_c09.JQ352782",-126.90678143469,186.516842708393
"B.US.2006.P042811G4.KM259381",116.005813479237,-9.00915249569943
"B.US.2005.USPI38417EI53y05061pcWG2B6.JN024382",108.93292150885,-20.9707198577946
"A1D.KE.2011.20511v09_01.MN791779",-70.6639257824742,51.9496740141173
"B.GB.1994.746DEN06.AJ535593",112.485554033127,-14.9118608073159
"B.US.2007.700010246_E_B23.GU331013",115.543401101628,-21.1622113560967
